first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_newly_tested,weekly_cases,weekly_deceased
26/07/2020,01/08/2020,25-29,נקבה,6591,3601,469,0
26/07/2020,01/08/2020,25-29,לא ידוע,19,0,0,0
26/07/2020,01/08/2020,25-29,זכר,5127,2813,434,0
26/07/2020,01/08/2020,30-34,לא ידוע,38,23,0,0
26/07/2020,01/08/2020,30-34,נקבה,6625,3515,409,0
26/07/2020,01/08/2020,30-34,זכר,5102,2756,421,0
26/07/2020,01/08/2020,35-39,זכר,4454,2435,320,0
26/07/2020,01/08/2020,35-39,נקבה,5953,2940,353,0
26/07/2020,01/08/2020,35-39,לא ידוע,39,27,0,0
26/07/2020,01/08/2020,40-44,לא ידוע,25,17,0,0
26/07/2020,01/08/2020,40-44,זכר,4036,2154,343,0
26/07/2020,01/08/2020,40-44,נקבה,5884,2665,391,0
26/07/2020,01/08/2020,45-49,נקבה,5461,2217,362,0
26/07/2020,01/08/2020,45-49,לא ידוע,27,0,0,0
26/07/2020,01/08/2020,45-49,זכר,3555,1799,305,0
26/07/2020,01/08/2020,50-54,לא ידוע,0,0,0,0
26/07/2020,01/08/2020,50-54,נקבה,5047,1901,278,0
26/07/2020,01/08/2020,50-54,זכר,2992,1436,274,0
26/07/2020,01/08/2020,55-59,נקבה,4659,1695,239,0
26/07/2020,01/08/2020,55-59,זכר,2823,1311,225,0
26/07/2020,01/08/2020,55-59,לא ידוע,0,0,0,0
26/07/2020,01/08/2020,60-64,נקבה,3898,1352,194,0
26/07/2020,01/08/2020,60-64,זכר,2607,1169,209,0
26/07/2020,01/08/2020,60-64,לא ידוע,0,0,0,0
26/07/2020,01/08/2020,65-69,נקבה,3048,1107,140,0
26/07/2020,01/08/2020,65-69,זכר,2408,991,151,0
26/07/2020,01/08/2020,65-69,לא ידוע,0,0,0,0
26/07/2020,01/08/2020,70-74,זכר,2324,854,95,0
26/07/2020,01/08/2020,70-74,נקבה,2682,922,86,0
26/07/2020,01/08/2020,70-74,לא ידוע,0,0,0,0
26/07/2020,01/08/2020,75-79,נקבה,1950,530,58,0
26/07/2020,01/08/2020,75-79,זכר,1417,472,67,0
26/07/2020,01/08/2020,75-79,לא ידוע,0,0,0,0
26/07/2020,01/08/2020,80+,לא ידוע,0,0,0,0
26/07/2020,01/08/2020,80+,נקבה,9040,1143,133,31
26/07/2020,01/08/2020,80+,זכר,3941,781,69,17
26/07/2020,01/08/2020,NULL,נקבה,944,619,21,0
26/07/2020,01/08/2020,NULL,לא ידוע,287,234,0,0
26/07/2020,01/08/2020,NULL,זכר,1270,774,32,0
02/08/2020,08/08/2020,0-19,נקבה,12551,9463,1462,0
02/08/2020,08/08/2020,0-19,לא ידוע,103,58,0,0
02/08/2020,08/08/2020,0-19,זכר,13744,10146,1708,0
02/08/2020,08/08/2020,20-24,לא ידוע,0,0,0,0
02/08/2020,08/08/2020,20-24,זכר,4746,2753,565,0
02/08/2020,08/08/2020,20-24,נקבה,5187,3101,523,0
02/08/2020,08/08/2020,25-29,נקבה,6124,3108,408,0
02/08/2020,08/08/2020,25-29,לא ידוע,22,0,0,0
02/08/2020,08/08/2020,25-29,זכר,4822,2442,419,0
02/08/2020,08/08/2020,30-34,לא ידוע,21,0,0,0
02/08/2020,08/08/2020,30-34,נקבה,6595,3134,349,0
02/08/2020,08/08/2020,30-34,זכר,5088,2499,369,0
02/08/2020,08/08/2020,35-39,זכר,4791,2305,335,0
02/08/2020,08/08/2020,35-39,נקבה,6140,2629,343,0
02/08/2020,08/08/2020,35-39,לא ידוע,24,0,0,0
02/08/2020,08/08/2020,40-44,לא ידוע,21,0,0,0
02/08/2020,08/08/2020,40-44,זכר,4138,2012,340,0
02/08/2020,08/08/2020,40-44,נקבה,6028,2308,339,0
02/08/2020,08/08/2020,45-49,נקבה,6036,2081,295,0
02/08/2020,08/08/2020,45-49,לא ידוע,23,0,0,0
02/08/2020,08/08/2020,45-49,זכר,3839,1753,285,0
02/08/2020,08/08/2020,50-54,לא ידוע,0,0,0,0
02/08/2020,08/08/2020,50-54,נקבה,5513,1821,284,0
02/08/2020,08/08/2020,50-54,זכר,3252,1442,281,0
02/08/2020,08/08/2020,55-59,נקבה,5119,1624,232,0
02/08/2020,08/08/2020,55-59,זכר,2981,1226,200,0
02/08/2020,08/08/2020,55-59,לא ידוע,0,0,0,0
02/08/2020,08/08/2020,60-64,נקבה,4542,1409,199,0
02/08/2020,08/08/2020,60-64,זכר,2880,1167,208,0
02/08/2020,08/08/2020,60-64,לא ידוע,0,0,0,0
02/08/2020,08/08/2020,65-69,נקבה,3675,1213,126,0
02/08/2020,08/08/2020,65-69,זכר,2707,1030,156,0
02/08/2020,08/08/2020,65-69,לא ידוע,0,0,0,0
02/08/2020,08/08/2020,70-74,זכר,2570,846,115,0
02/08/2020,08/08/2020,70-74,נקבה,3362,981,98,0
02/08/2020,08/08/2020,70-74,לא ידוע,20,0,0,0
02/08/2020,08/08/2020,75-79,נקבה,2306,567,62,0
02/08/2020,08/08/2020,75-79,זכר,1688,484,69,0
02/08/2020,08/08/2020,75-79,לא ידוע,0,0,0,0
02/08/2020,08/08/2020,80+,לא ידוע,34,0,0,0
02/08/2020,08/08/2020,80+,נקבה,10191,1213,127,26
02/08/2020,08/08/2020,80+,זכר,4662,849,97,27
02/08/2020,08/08/2020,NULL,נקבה,965,644,23,0
02/08/2020,08/08/2020,NULL,לא ידוע,264,207,0,0
02/08/2020,08/08/2020,NULL,זכר,1287,792,40,0
09/08/2020,15/08/2020,0-19,נקבה,11692,8521,1416,0
09/08/2020,15/08/2020,0-19,לא ידוע,188,130,52,0
09/08/2020,15/08/2020,0-19,זכר,12204,8987,1481,0
09/08/2020,15/08/2020,20-24,לא ידוע,0,0,0,0
09/08/2020,15/08/2020,20-24,זכר,4860,2716,499,0
09/08/2020,15/08/2020,20-24,נקבה,5525,3207,544,0
09/08/2020,15/08/2020,25-29,נקבה,6557,3215,487,0
09/08/2020,15/08/2020,25-29,לא ידוע,20,0,0,0
09/08/2020,15/08/2020,25-29,זכר,5088,2461,349,0
09/08/2020,15/08/2020,30-34,לא ידוע,32,0,0,0
09/08/2020,15/08/2020,30-34,נקבה,6660,3055,399,0
09/08/2020,15/08/2020,30-34,זכר,5171,2462,359,0
09/08/2020,15/08/2020,35-39,זכר,4776,2213,290,0
09/08/2020,15/08/2020,35-39,נקבה,6308,2579,335,0
09/08/2020,15/08/2020,35-39,לא ידוע,35,0,0,0
09/08/2020,15/08/2020,40-44,לא ידוע,29,0,0,0
09/08/2020,15/08/2020,40-44,זכר,4318,1974,310,0
09/08/2020,15/08/2020,40-44,נקבה,6196,2244,354,0
09/08/2020,15/08/2020,45-49,נקבה,6331,2128,306,0
09/08/2020,15/08/2020,45-49,לא ידוע,28,0,0,0
09/08/2020,15/08/2020,45-49,זכר,4054,1847,290,0
09/08/2020,15/08/2020,50-54,לא ידוע,15,0,0,0
09/08/2020,15/08/2020,50-54,נקבה,5930,1826,278,0
09/08/2020,15/08/2020,50-54,זכר,3537,1500,236,0
09/08/2020,15/08/2020,55-59,נקבה,5446,1674,243,0
09/08/2020,15/08/2020,55-59,זכר,3223,1369,218,0
09/08/2020,15/08/2020,55-59,לא ידוע,0,0,0,0
09/08/2020,15/08/2020,60-64,נקבה,4903,1434,185,0
09/08/2020,15/08/2020,60-64,זכר,3022,1202,204,0
09/08/2020,15/08/2020,60-64,לא ידוע,0,0,0,0
09/08/2020,15/08/2020,65-69,נקבה,3818,1253,126,0
09/08/2020,15/08/2020,65-69,זכר,2779,1032,167,0
09/08/2020,15/08/2020,65-69,לא ידוע,0,0,0,0
09/08/2020,15/08/2020,70-74,זכר,2472,798,104,0
09/08/2020,15/08/2020,70-74,נקבה,3341,1084,98,0
09/08/2020,15/08/2020,70-74,לא ידוע,0,0,0,0
09/08/2020,15/08/2020,75-79,נקבה,2326,615,49,0
09/08/2020,15/08/2020,75-79,זכר,1644,483,66,0
09/08/2020,15/08/2020,75-79,לא ידוע,0,0,0,0
09/08/2020,15/08/2020,80+,לא ידוע,0,0,0,0
09/08/2020,15/08/2020,80+,נקבה,9661,1338,109,32
09/08/2020,15/08/2020,80+,זכר,4247,818,73,22
09/08/2020,15/08/2020,NULL,נקבה,1008,676,29,0
09/08/2020,15/08/2020,NULL,לא ידוע,220,154,0,0
09/08/2020,15/08/2020,NULL,זכר,1401,904,60,0
16/08/2020,22/08/2020,0-19,נקבה,11774,8365,1403,0
16/08/2020,22/08/2020,0-19,לא ידוע,189,132,46,0
16/08/2020,22/08/2020,0-19,זכר,17868,12309,1392,0
16/08/2020,22/08/2020,20-24,לא ידוע,16,0,0,0
16/08/2020,22/08/2020,20-24,זכר,7740,4437,465,0
16/08/2020,22/08/2020,20-24,נקבה,6232,3614,602,0
16/08/2020,22/08/2020,25-29,נקבה,6822,3348,483,0
16/08/2020,22/08/2020,25-29,לא ידוע,0,0,0,0
16/08/2020,22/08/2020,25-29,זכר,5488,2883,363,0
16/08/2020,22/08/2020,30-34,לא ידוע,20,0,0,0
16/08/2020,22/08/2020,30-34,נקבה,7070,3147,364,0
16/08/2020,22/08/2020,30-34,זכר,5372,2579,344,0
16/08/2020,22/08/2020,35-39,זכר,4866,2306,269,0
16/08/2020,22/08/2020,35-39,נקבה,6451,2579,302,0
16/08/2020,22/08/2020,35-39,לא ידוע,21,0,0,0
16/08/2020,22/08/2020,40-44,לא ידוע,15,0,0,0
16/08/2020,22/08/2020,40-44,זכר,4402,2103,252,0
16/08/2020,22/08/2020,40-44,נקבה,6308,2245,305,0
16/08/2020,22/08/2020,45-49,נקבה,6560,2102,359,0
16/08/2020,22/08/2020,45-49,לא ידוע,21,0,0,0
16/08/2020,22/08/2020,45-49,זכר,4211,2009,287,0
16/08/2020,22/08/2020,50-54,לא ידוע,0,0,0,0
16/08/2020,22/08/2020,50-54,נקבה,6268,1927,281,0
16/08/2020,22/08/2020,50-54,זכר,3754,1686,266,0
16/08/2020,22/08/2020,55-59,נקבה,5807,1633,253,0
16/08/2020,22/08/2020,55-59,זכר,3374,1468,201,0
16/08/2020,22/08/2020,55-59,לא ידוע,0,0,0,0
16/08/2020,22/08/2020,60-64,נקבה,5159,1399,199,0
16/08/2020,22/08/2020,60-64,זכר,3104,1223,178,0
16/08/2020,22/08/2020,60-64,לא ידוע,0,0,0,0
16/08/2020,22/08/2020,65-69,נקבה,3962,1209,158,0
16/08/2020,22/08/2020,65-69,זכר,2871,1083,147,0
16/08/2020,22/08/2020,65-69,לא ידוע,0,0,0,0
16/08/2020,22/08/2020,70-74,זכר,2545,849,111,0
16/08/2020,22/08/2020,70-74,נקבה,3175,865,100,0
16/08/2020,22/08/2020,70-74,לא ידוע,0,0,0,0
16/08/2020,22/08/2020,75-79,נקבה,2108,502,77,0
16/08/2020,22/08/2020,75-79,זכר,1632,488,61,0
16/08/2020,22/08/2020,75-79,לא ידוע,0,0,0,0
16/08/2020,22/08/2020,80+,לא ידוע,0,0,0,0
16/08/2020,22/08/2020,80+,נקבה,9662,967,192,20
16/08/2020,22/08/2020,80+,זכר,4254,772,108,23
16/08/2020,22/08/2020,NULL,נקבה,1134,775,42,0
16/08/2020,22/08/2020,NULL,לא ידוע,258,187,0,0
16/08/2020,22/08/2020,NULL,זכר,1309,852,35,0
23/08/2020,29/08/2020,0-19,נקבה,14287,10411,1613,0
23/08/2020,29/08/2020,0-19,לא ידוע,198,135,29,0
23/08/2020,29/08/2020,0-19,זכר,20876,13950,1617,0
23/08/2020,29/08/2020,20-24,לא ידוע,0,0,0,0
23/08/2020,29/08/2020,20-24,זכר,9211,5226,555,0
23/08/2020,29/08/2020,20-24,נקבה,6964,4063,706,0
23/08/2020,29/08/2020,25-29,נקבה,7917,3821,543,0
23/08/2020,29/08/2020,25-29,לא ידוע,24,0,0,0
23/08/2020,29/08/2020,25-29,זכר,6633,3419,450,0
23/08/2020,29/08/2020,30-34,לא ידוע,40,0,0,0
23/08/2020,29/08/2020,30-34,נקבה,7537,3460,482,0
23/08/2020,29/08/2020,30-34,זכר,6033,2906,365,0
23/08/2020,29/08/2020,35-39,זכר,5463,2581,356,0
23/08/2020,29/08/2020,35-39,נקבה,6874,2935,411,0
23/08/2020,29/08/2020,35-39,לא ידוע,56,0,0,0
23/08/2020,29/08/2020,40-44,לא ידוע,26,0,0,0
23/08/2020,29/08/2020,40-44,זכר,4938,2416,308,0
23/08/2020,29/08/2020,40-44,נקבה,7044,2606,442,0
23/08/2020,29/08/2020,45-49,נקבה,7250,2533,468,0
23/08/2020,29/08/2020,45-49,לא ידוע,17,0,0,0
23/08/2020,29/08/2020,45-49,זכר,4867,2313,345,0
23/08/2020,29/08/2020,50-54,לא ידוע,0,0,0,0
23/08/2020,29/08/2020,50-54,נקבה,6828,2191,360,0
23/08/2020,29/08/2020,50-54,זכר,4349,2048,277,0
23/08/2020,29/08/2020,55-59,נקבה,6419,1928,348,0
23/08/2020,29/08/2020,55-59,זכר,4019,1841,264,0
23/08/2020,29/08/2020,55-59,לא ידוע,0,0,0,0
23/08/2020,29/08/2020,60-64,נקבה,5527,1509,232,0
23/08/2020,29/08/2020,60-64,זכר,3754,1529,213,0
23/08/2020,29/08/2020,60-64,לא ידוע,0,0,0,0
23/08/2020,29/08/2020,65-69,נקבה,4176,1263,175,0
23/08/2020,29/08/2020,65-69,זכר,3280,1241,176,0
23/08/2020,29/08/2020,65-69,לא ידוע,0,0,0,0
23/08/2020,29/08/2020,70-74,זכר,2756,931,115,0
23/08/2020,29/08/2020,70-74,נקבה,3361,925,136,0
23/08/2020,29/08/2020,70-74,לא ידוע,0,0,0,0
23/08/2020,29/08/2020,75-79,נקבה,2107,553,83,0
23/08/2020,29/08/2020,75-79,זכר,1870,569,78,0
23/08/2020,29/08/2020,75-79,לא ידוע,0,0,0,0
23/08/2020,29/08/2020,80+,לא ידוע,29,0,0,0
23/08/2020,29/08/2020,80+,נקבה,9880,868,163,22
23/08/2020,29/08/2020,80+,זכר,4280,693,93,20
23/08/2020,29/08/2020,NULL,נקבה,1333,975,51,0
23/08/2020,29/08/2020,NULL,לא ידוע,283,212,0,0
23/08/2020,29/08/2020,NULL,זכר,1608,1138,46,0
30/08/2020,05/09/2020,0-19,נקבה,16598,11871,1807,0
30/08/2020,05/09/2020,0-19,לא ידוע,158,100,32,0
30/08/2020,05/09/2020,0-19,זכר,22707,14693,3385,0
30/08/2020,05/09/2020,20-24,לא ידוע,0,0,0,0
30/08/2020,05/09/2020,20-24,זכר,9336,4810,1161,0
30/08/2020,05/09/2020,20-24,נקבה,7648,4394,783,0
30/08/2020,05/09/2020,25-29,נקבה,8619,4198,598,0
30/08/2020,05/09/2020,25-29,לא ידוע,15,0,0,0
30/08/2020,05/09/2020,25-29,זכר,7269,3778,602,0
30/08/2020,05/09/2020,30-34,לא ידוע,29,0,0,0
30/08/2020,05/09/2020,30-34,נקבה,8372,3952,542,0
30/08/2020,05/09/2020,30-34,זכר,6633,3309,466,0
30/08/2020,05/09/2020,35-39,זכר,6011,2950,428,0
30/08/2020,05/09/2020,35-39,נקבה,7610,3336,493,0
30/08/2020,05/09/2020,35-39,לא ידוע,29,0,0,0
30/08/2020,05/09/2020,40-44,לא ידוע,16,0,0,0
30/08/2020,05/09/2020,40-44,זכר,5481,2754,430,0
30/08/2020,05/09/2020,40-44,נקבה,7522,2949,497,0
30/08/2020,05/09/2020,45-49,נקבה,7807,2861,503,0
30/08/2020,05/09/2020,45-49,לא ידוע,21,0,0,0
30/08/2020,05/09/2020,45-49,זכר,5374,2674,441,0
30/08/2020,05/09/2020,50-54,לא ידוע,0,0,0,0
30/08/2020,05/09/2020,50-54,נקבה,7074,2467,420,0
30/08/2020,05/09/2020,50-54,זכר,4758,2338,406,0
30/08/2020,05/09/2020,55-59,נקבה,6412,2037,333,0
30/08/2020,05/09/2020,55-59,זכר,4151,1884,303,0
30/08/2020,05/09/2020,55-59,לא ידוע,0,0,0,0
30/08/2020,05/09/2020,60-64,נקבה,5470,1725,287,0
30/08/2020,05/09/2020,60-64,זכר,3749,1648,267,0
30/08/2020,05/09/2020,60-64,לא ידוע,0,0,0,0
30/08/2020,05/09/2020,65-69,נקבה,4019,1315,192,0
30/08/2020,05/09/2020,65-69,זכר,3299,1374,222,0
30/08/2020,05/09/2020,65-69,לא ידוע,0,0,0,0
30/08/2020,05/09/2020,70-74,זכר,2696,972,135,0
30/08/2020,05/09/2020,70-74,נקבה,3270,961,131,0
30/08/2020,05/09/2020,70-74,לא ידוע,0,0,0,0
30/08/2020,05/09/2020,75-79,נקבה,2149,552,102,0
30/08/2020,05/09/2020,75-79,זכר,1637,500,82,0
30/08/2020,05/09/2020,75-79,לא ידוע,0,0,0,0
30/08/2020,05/09/2020,80+,לא ידוע,0,0,0,0
30/08/2020,05/09/2020,80+,נקבה,9488,888,179,33
30/08/2020,05/09/2020,80+,זכר,4038,699,120,27
30/08/2020,05/09/2020,NULL,נקבה,1237,875,50,0
30/08/2020,05/09/2020,NULL,לא ידוע,300,254,0,0
30/08/2020,05/09/2020,NULL,זכר,1638,1094,33,0
06/09/2020,12/09/2020,0-19,נקבה,36920,27790,3256,0
06/09/2020,12/09/2020,0-19,לא ידוע,278,212,42,0
06/09/2020,12/09/2020,0-19,זכר,42583,29309,5262,0
06/09/2020,12/09/2020,20-24,לא ידוע,0,0,0,0
06/09/2020,12/09/2020,20-24,זכר,10708,5264,1558,0
06/09/2020,12/09/2020,20-24,נקבה,10422,6199,1134,0
06/09/2020,12/09/2020,25-29,נקבה,11638,6099,993,0
06/09/2020,12/09/2020,25-29,לא ידוע,25,0,0,0
06/09/2020,12/09/2020,25-29,זכר,9433,5103,1008,0
06/09/2020,12/09/2020,30-34,לא ידוע,39,0,0,0
06/09/2020,12/09/2020,30-34,נקבה,11719,6100,823,0
06/09/2020,12/09/2020,30-34,זכר,9021,4806,736,0
06/09/2020,12/09/2020,35-39,זכר,8598,4569,727,0
06/09/2020,12/09/2020,35-39,נקבה,11358,5782,854,0
06/09/2020,12/09/2020,35-39,לא ידוע,37,0,0,0
06/09/2020,12/09/2020,40-44,לא ידוע,26,0,0,0
06/09/2020,12/09/2020,40-44,זכר,7503,4077,629,0
06/09/2020,12/09/2020,40-44,נקבה,10961,5260,809,0
06/09/2020,12/09/2020,45-49,נקבה,10636,4676,761,0
06/09/2020,12/09/2020,45-49,לא ידוע,18,0,0,0
06/09/2020,12/09/2020,45-49,זכר,6962,3748,654,0
06/09/2020,12/09/2020,50-54,לא ידוע,0,0,0,0
06/09/2020,12/09/2020,50-54,נקבה,9303,3666,620,0
06/09/2020,12/09/2020,50-54,זכר,5958,3033,548,0
06/09/2020,12/09/2020,55-59,נקבה,8003,2953,498,0
06/09/2020,12/09/2020,55-59,זכר,5013,2431,441,0
06/09/2020,12/09/2020,55-59,לא ידוע,0,0,0,0
06/09/2020,12/09/2020,60-64,נקבה,6781,2310,396,0
06/09/2020,12/09/2020,60-64,זכר,4665,2147,380,0
06/09/2020,12/09/2020,60-64,לא ידוע,0,0,0,0
06/09/2020,12/09/2020,65-69,נקבה,4857,1753,267,0
06/09/2020,12/09/2020,65-69,זכר,3970,1726,280,0
06/09/2020,12/09/2020,65-69,לא ידוע,0,0,0,0
06/09/2020,12/09/2020,70-74,זכר,3230,1276,190,0
06/09/2020,12/09/2020,70-74,נקבה,3861,1169,177,0
06/09/2020,12/09/2020,70-74,לא ידוע,0,0,0,0
06/09/2020,12/09/2020,75-79,נקבה,2600,664,125,0
06/09/2020,12/09/2020,75-79,זכר,1940,667,122,0
06/09/2020,12/09/2020,75-79,לא ידוע,0,0,0,0
06/09/2020,12/09/2020,80+,לא ידוע,0,0,0,0
06/09/2020,12/09/2020,80+,נקבה,9407,1033,214,27
06/09/2020,12/09/2020,80+,זכר,4458,867,149,33
06/09/2020,12/09/2020,NULL,נקבה,1355,936,58,0
06/09/2020,12/09/2020,NULL,לא ידוע,233,184,0,0
06/09/2020,12/09/2020,NULL,זכר,1661,1110,74,0
13/09/2020,19/09/2020,0-19,נקבה,51339,37903,4635,0
13/09/2020,19/09/2020,0-19,לא ידוע,261,166,44,0
13/09/2020,19/09/2020,0-19,זכר,57130,39753,6564,0
13/09/2020,19/09/2020,20-24,לא ידוע,0,0,0,0
13/09/2020,19/09/2020,20-24,זכר,12611,6342,2105,0
13/09/2020,19/09/2020,20-24,נקבה,13108,7681,1554,0
13/09/2020,19/09/2020,25-29,נקבה,14945,7995,1306,0
13/09/2020,19/09/2020,25-29,לא ידוע,21,0,0,0
13/09/2020,19/09/2020,25-29,זכר,12027,6541,1385,0
13/09/2020,19/09/2020,30-34,לא ידוע,27,0,0,0
13/09/2020,19/09/2020,30-34,נקבה,15432,8089,1210,0
13/09/2020,19/09/2020,30-34,זכר,11893,6456,1087,0
13/09/2020,19/09/2020,35-39,זכר,11392,6269,1037,0
13/09/2020,19/09/2020,35-39,נקבה,14621,7625,1137,0
13/09/2020,19/09/2020,35-39,לא ידוע,29,0,0,0
13/09/2020,19/09/2020,40-44,לא ידוע,19,0,0,0
13/09/2020,19/09/2020,40-44,זכר,10004,5686,1048,0
13/09/2020,19/09/2020,40-44,נקבה,13679,6933,1047,0
13/09/2020,19/09/2020,45-49,נקבה,12711,6067,1089,0
13/09/2020,19/09/2020,45-49,לא ידוע,21,0,0,0
13/09/2020,19/09/2020,45-49,זכר,8768,4831,945,0
13/09/2020,19/09/2020,50-54,לא ידוע,0,0,0,0
13/09/2020,19/09/2020,50-54,נקבה,10714,4649,835,0
13/09/2020,19/09/2020,50-54,זכר,7172,3857,745,0
13/09/2020,19/09/2020,55-59,נקבה,9184,3749,694,0
13/09/2020,19/09/2020,55-59,זכר,6065,3178,649,0
13/09/2020,19/09/2020,55-59,לא ידוע,0,0,0,0
13/09/2020,19/09/2020,60-64,נקבה,7462,3036,515,0
13/09/2020,19/09/2020,60-64,זכר,5496,2755,532,0
13/09/2020,19/09/2020,60-64,לא ידוע,0,0,0,0
13/09/2020,19/09/2020,65-69,נקבה,5481,2209,389,0
13/09/2020,19/09/2020,65-69,זכר,4805,2273,422,0
13/09/2020,19/09/2020,65-69,לא ידוע,0,0,0,0
13/09/2020,19/09/2020,70-74,זכר,3730,1556,284,0
13/09/2020,19/09/2020,70-74,נקבה,4284,1483,234,0
13/09/2020,19/09/2020,70-74,לא ידוע,0,0,0,0
13/09/2020,19/09/2020,75-79,נקבה,3043,797,143,0
13/09/2020,19/09/2020,75-79,זכר,2265,800,142,0
13/09/2020,19/09/2020,75-79,לא ידוע,0,0,0,0
13/09/2020,19/09/2020,80+,לא ידוע,0,0,0,0
13/09/2020,19/09/2020,80+,נקבה,11459,1264,290,34
13/09/2020,19/09/2020,80+,זכר,5396,1011,211,27
13/09/2020,19/09/2020,NULL,נקבה,1630,1164,69,0
13/09/2020,19/09/2020,NULL,לא ידוע,232,197,0,0
13/09/2020,19/09/2020,NULL,זכר,2126,1454,89,0
20/09/2020,26/09/2020,0-19,נקבה,44862,30281,5758,0
20/09/2020,26/09/2020,0-19,לא ידוע,297,177,31,0
20/09/2020,26/09/2020,0-19,זכר,49211,31023,7736,0
20/09/2020,26/09/2020,20-24,לא ידוע,0,0,0,0
20/09/2020,26/09/2020,20-24,זכר,14260,7135,2713,0
20/09/2020,26/09/2020,20-24,נקבה,14395,7847,2135,0
20/09/2020,26/09/2020,25-29,נקבה,15221,7461,1745,0
20/09/2020,26/09/2020,25-29,לא ידוע,16,0,0,0
20/09/2020,26/09/2020,25-29,זכר,12945,6745,1849,0
20/09/2020,26/09/2020,30-34,לא ידוע,30,0,0,0
20/09/2020,26/09/2020,30-34,נקבה,14876,7144,1541,0
20/09/2020,26/09/2020,30-34,זכר,12377,6383,1632,0
20/09/2020,26/09/2020,35-39,זכר,11616,6056,1496,0
20/09/2020,26/09/2020,35-39,נקבה,14239,6784,1413,0
20/09/2020,26/09/2020,35-39,לא ידוע,37,0,0,0
20/09/2020,26/09/2020,40-44,לא ידוע,26,0,0,0
20/09/2020,26/09/2020,40-44,זכר,10506,5547,1458,0
20/09/2020,26/09/2020,40-44,נקבה,14013,6334,1424,0
20/09/2020,26/09/2020,45-49,נקבה,13604,5885,1345,0
20/09/2020,26/09/2020,45-49,לא ידוע,20,0,0,0
20/09/2020,26/09/2020,45-49,זכר,9771,5203,1373,0
20/09/2020,26/09/2020,50-54,לא ידוע,0,0,0,0
20/09/2020,26/09/2020,50-54,נקבה,12175,4924,1244,0
20/09/2020,26/09/2020,50-54,זכר,8142,4170,1145,0
20/09/2020,26/09/2020,55-59,נקבה,10483,3915,921,0
20/09/2020,26/09/2020,55-59,זכר,7093,3646,1021,0
20/09/2020,26/09/2020,55-59,לא ידוע,0,0,0,0
20/09/2020,26/09/2020,60-64,נקבה,8709,3205,679,0
20/09/2020,26/09/2020,60-64,זכר,6472,3193,849,0
20/09/2020,26/09/2020,60-64,לא ידוע,0,0,0,0
20/09/2020,26/09/2020,65-69,נקבה,6637,2465,540,0
20/09/2020,26/09/2020,65-69,זכר,5497,2462,663,0
20/09/2020,26/09/2020,65-69,לא ידוע,0,0,0,0
20/09/2020,26/09/2020,70-74,זכר,4275,1656,405,17
20/09/2020,26/09/2020,70-74,נקבה,5351,1731,364,0
20/09/2020,26/09/2020,70-74,לא ידוע,0,0,0,0
20/09/2020,26/09/2020,75-79,נקבה,3605,910,199,0
20/09/2020,26/09/2020,75-79,זכר,2708,897,239,0
20/09/2020,26/09/2020,75-79,לא ידוע,0,0,0,0
20/09/2020,26/09/2020,80+,לא ידוע,36,0,0,0
20/09/2020,26/09/2020,80+,נקבה,14867,1285,434,55
20/09/2020,26/09/2020,80+,זכר,6514,1061,314,51
20/09/2020,26/09/2020,NULL,נקבה,1599,1150,114,0
20/09/2020,26/09/2020,NULL,לא ידוע,179,151,23,0
20/09/2020,26/09/2020,NULL,זכר,1907,1207,126,0
27/09/2020,03/10/2020,0-19,נקבה,34920,21386,4938,0
27/09/2020,03/10/2020,0-19,לא ידוע,238,132,33,0
27/09/2020,03/10/2020,0-19,זכר,38831,21938,6410,0
27/09/2020,03/10/2020,20-24,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,20-24,זכר,12436,5791,2330,0
27/09/2020,03/10/2020,20-24,נקבה,12215,6169,1729,0
27/09/2020,03/10/2020,25-29,נקבה,12682,5603,1406,0
27/09/2020,03/10/2020,25-29,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,25-29,זכר,10930,5247,1666,0
27/09/2020,03/10/2020,30-34,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,30-34,נקבה,11768,5089,1164,0
27/09/2020,03/10/2020,30-34,זכר,10169,4925,1427,0
27/09/2020,03/10/2020,35-39,זכר,9018,4281,1314,0
27/09/2020,03/10/2020,35-39,נקבה,10938,4566,1075,0
27/09/2020,03/10/2020,35-39,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,40-44,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,40-44,זכר,8172,3908,1150,0
27/09/2020,03/10/2020,40-44,נקבה,10853,4270,1022,0
27/09/2020,03/10/2020,45-49,נקבה,10814,4123,1027,0
27/09/2020,03/10/2020,45-49,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,45-49,זכר,7785,3749,1094,0
27/09/2020,03/10/2020,50-54,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,50-54,נקבה,10019,3572,834,0
27/09/2020,03/10/2020,50-54,זכר,6786,3307,895,0
27/09/2020,03/10/2020,55-59,נקבה,8891,3082,708,0
27/09/2020,03/10/2020,55-59,זכר,6050,2821,796,0
27/09/2020,03/10/2020,55-59,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,60-64,נקבה,7541,2637,601,0
