date,size
01/05/2016,7908.839331199999
01/06/2016,7919.691364600001
01/07/2016,7932.0328924000005
01/08/2016,7945.8638711
01/09/2016,7958.584257199999
01/10/2016,7969.394007100001
01/11/2016,7981.493076899999
01/12/2016,7992.5814226
01/01/2017,8002.759
01/02/2017,8011.717107899999
01/03/2017,8022.2616640999995
01/04/2017,8031.292605999999
01/05/2017,8041.8098709999995
01/06/2017,8052.813396099999
01/07/2017,8065.203118
01/08/2017,8078.578973000001
01/09/2017,8090.4408973
01/10/2017,8102.8888268
01/11/2017,8114.522697
01/12/2017,8126.1424431
01/01/2018,8136.2480000000005
01/02/2018,8145.363032600001
01/03/2018,8156.0689149
01/04/2018,8166.965613199999
01/05/2018,8177.6530938
01/06/2018,8188.5313227999995
01/07/2018,8201.5002659
01/08/2018,8215.6598891
01/09/2018,8227.010158000001
01/10/2018,8240.9510382
01/11/2018,8252.882495
01/12/2018,8264.9044939
01/01/2019,8275.517
01/02/2019,8284.7643743
01/03/2019,8295.8032196
01/04/2019,8306.533506200001
01/05/2019,8318.955204400001
01/06/2019,8330.3682843
01/07/2019,8343.772715899999
01/08/2019,8357.5684691
01/09/2019,8370.8555138
01/10/2019,8383.733819699999
01/11/2019,8396.103356299998
01/12/2019,8407.7640933
01/01/2020,8418.616
01/02/2020,8429.3359365
01/03/2020,8439.651065900001
01/04/2020,8448.7613758
01/05/2020,8458.7668539
01/06/2020,8469.3674878
01/07/2020,8480.7632653
01/08/2020,8492.7541738
01/09/2020,8504.0402008
01/10/2020,8514.9213341
01/11/2020,8525.0975609
01/12/2020,8537.657087700001
